URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/animal-tissue-type,0.0.1-snapshot-3,active,,AnimalTissueType,Animal Tissue Type,"A tissue type of an animal.","ValueSet/R5-animal-tissue-type-for-R4"
http://hl7.org/fhir/appointmentstatus,4.0.1,draft,"2.16.840.1.113883.4.642.4.485",AppointmentStatus,AppointmentStatus,"The free/busy status of an appointment.","ValueSet/appointmentstatus,ValueSet/R5-appointmentresponse-status-for-R4-participationstatus"
http://hl7.org/fhir/artifact-contribution-instance-type,0.0.1-snapshot-3,active,,ArtifactContributionInstanceType,Artifact Contribution Instance Type,"Artifact Contribution Instance Type","ValueSet/R5-artifact-contribution-instance-type-for-R4"
http://hl7.org/fhir/artifact-contribution-type,0.0.1-snapshot-3,active,,ArtifactContributionType,Artifact Contribution Type,"Citation contribution.","ValueSet/R5-artifact-contribution-type-for-R4"
http://hl7.org/fhir/assert-direction-codes,4.0.1,draft,"2.16.840.1.113883.4.642.4.707",AssertionDirectionType,AssertionDirectionType,"The type of direction to use for assertion.","ValueSet/assert-direction-codes"
http://hl7.org/fhir/assert-operator-codes,4.0.1,draft,"2.16.840.1.113883.4.642.4.709",AssertionOperatorType,AssertionOperatorType,"The type of operator to use for assertion.","ValueSet/R5-assert-operator-codes-for-R4,ConceptMap/Map-R5-assert-operator-codes-for-R4,ValueSet/assert-operator-codes"
http://hl7.org/fhir/assert-response-code-types,4.0.1,draft,"2.16.840.1.113883.4.642.4.711",AssertionResponseTypes,AssertionResponseTypes,"The type of response code to use for assertion.","ValueSet/R5-assert-response-code-types-for-R4,ValueSet/assert-response-code-types,ConceptMap/Map-R5-assert-response-code-types-for-R4"
http://hl7.org/fhir/asset-availability,4.0.1,draft,"2.16.840.1.113883.4.642.4.1296",ContractResourceAssetAvailiabilityCodes,Contract Resource Asset Availiability codes,"This value set has asset availability codes.","ValueSet/asset-availability"
http://hl7.org/fhir/audit-event-action,4.0.1,draft,"2.16.840.1.113883.4.642.4.453",AuditEventAction,AuditEventAction,"Indicator for type of action performed during the event that generated the event.","ValueSet/audit-event-action"
http://hl7.org/fhir/audit-event-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.4.455",AuditEventOutcome,AuditEventOutcome,"Indicates whether the event succeeded or failed.","ValueSet/audit-event-outcome"
http://hl7.org/fhir/binding-strength,4.0.1,active,"2.16.840.1.113883.4.642.4.44",BindingStrength,BindingStrength,"Indication of the degree of conformance expectations associated with a binding.","ValueSet/binding-strength"
http://hl7.org/fhir/bundle-type,4.0.1,active,"2.16.840.1.113883.4.642.4.621",BundleType,BundleType,"Indicates the purpose of a bundle - how it is intended to be used.","ConceptMap/Map-R5-bundle-type-for-R4,ValueSet/bundle-type,ValueSet/R5-bundle-type-for-R4"
http://hl7.org/fhir/capability-statement-kind,4.0.1,active,"2.16.840.1.113883.4.642.4.199",CapabilityStatementKind,CapabilityStatementKind,"How a capability statement is intended to be used.","ValueSet/capability-statement-kind"
http://hl7.org/fhir/care-plan-activity-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.147",CarePlanActivityStatus,CarePlanActivityStatus,"Codes that reflect the current state of a care plan activity within its overall life cycle.","ValueSet/care-plan-activity-status"
http://hl7.org/fhir/care-team-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.154",CareTeamStatus,CareTeamStatus,"Indicates the status of the care team.","ValueSet/care-team-status"
http://hl7.org/fhir/certainty-rating,0.0.1-snapshot-3,active,,EvidenceCertaintyRating,Evidence Certainty Rating,"The assessment of quality, confidence, or certainty.","ValueSet/R5-certainty-rating-for-R4"
http://hl7.org/fhir/certainty-type,0.0.1-snapshot-3,active,,EvidenceCertaintyType,Evidence Certainty Type,"The aspect of quality, confidence, or certainty.","ValueSet/R5-certainty-type-for-R4"
http://hl7.org/fhir/characteristic-combination,0.0.1-snapshot-3,active,,CharacteristicCombination,Characteristic Combination,"Logical grouping of characteristics.","ValueSet/R5-characteristic-combination-for-R4"
http://hl7.org/fhir/chargeitem-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.847",ChargeItemStatus,ChargeItemStatus,"Codes identifying the lifecycle stage of a ChargeItem.","ValueSet/chargeitem-status"
http://hl7.org/fhir/citation-artifact-classifier,0.0.1-snapshot-3,draft,,CitationArtifactClassifier,Citation Artifact Classifier,"Citation artifact classifier","ValueSet/R5-citation-artifact-classifier-for-R4"
http://hl7.org/fhir/citation-classification-type,0.0.1-snapshot-3,active,,CitationClassificationType,Citation Classification Type,"Citation classification type","ValueSet/R5-citation-classification-type-for-R4"
http://hl7.org/fhir/citation-status-type,0.0.1-snapshot-3,active,,CitationStatusType,Citation Status Type,"Citation status type","ValueSet/R5-citation-status-type-for-R4"
http://hl7.org/fhir/citation-summary-style,0.0.1-snapshot-3,active,,CitationSummaryStyle,Citation Summary Style,"The format for display of the citation.","ValueSet/R5-citation-summary-style-for-R4"
http://hl7.org/fhir/cited-artifact-abstract-type,0.0.1-snapshot-3,active,,CitedArtifactAbstractType,Cited Artifact Abstract Type,"Used to express the reason and specific aspect for the variant abstract, such as language and specific language","ValueSet/R5-cited-artifact-abstract-type-for-R4"
http://hl7.org/fhir/cited-artifact-classification-type,0.0.1-snapshot-3,active,,CitedArtifactClassificationType,Cited Artifact Classification Type,"Cited Artifact Classification Type","ValueSet/R5-cited-artifact-classification-type-for-R4"
http://hl7.org/fhir/cited-artifact-part-type,0.0.1-snapshot-3,active,,CitedArtifactPartType,Cited Artifact Part Type,"To describe the reason for the variant citation, such as version number or subpart specification.","ValueSet/R5-cited-artifact-part-type-for-R4"
http://hl7.org/fhir/cited-artifact-status-type,0.0.1-snapshot-3,active,,CitedArtifactStatusType,Cited Artifact Status Type,"Cited Artifact Status Type","ValueSet/R5-cited-artifact-status-type-for-R4"
http://hl7.org/fhir/cited-medium,0.0.1-snapshot-3,active,,CitedMedium,Cited Medium,"NLM codes Internet or Print.","ValueSet/R5-cited-medium-for-R4"
http://hl7.org/fhir/claim-use,4.0.1,draft,"2.16.840.1.113883.4.642.4.545",Use,Use,"The purpose of the Claim: predetermination, preauthorization, claim.","ValueSet/claim-use"
http://hl7.org/fhir/clinical-use-definition-category,0.0.1-snapshot-3,active,,ClinicalUseDefinitionCategory,Clinical Use Definition Category,"ClinicalUseDefinitionCategory","ValueSet/R5-clinical-use-definition-category-for-R4"
http://hl7.org/fhir/clinical-use-definition-type,0.0.1-snapshot-3,active,,ClinicalUseDefinitionType,Clinical Use Definition Type,"Overall defining type of this clinical use definition.","ValueSet/R5-clinical-use-definition-type-for-R4"
http://hl7.org/fhir/code-search-support,4.0.1,draft,"2.16.840.1.113883.4.642.4.861",CodeSearchSupport,CodeSearchSupport,"The degree to which the server supports the code search parameter on ValueSet, if it is supported.","ValueSet/code-search-support,ValueSet/R5-code-search-support-for-R4,ConceptMap/Map-R5-code-search-support-for-R4"
http://hl7.org/fhir/codesystem-content-mode,4.0.1,active,"2.16.840.1.113883.4.642.4.783",CodeSystemContentMode,CodeSystemContentMode,"The extent of the content of the code system (the concepts and codes it defines) are represented in a code system resource.","ValueSet/codesystem-content-mode"
http://hl7.org/fhir/codesystem-hierarchy-meaning,4.0.1,active,"2.16.840.1.113883.4.642.4.785",CodeSystemHierarchyMeaning,CodeSystemHierarchyMeaning,"The meaning of the hierarchy of concepts in a code system.","ValueSet/codesystem-hierarchy-meaning"
http://hl7.org/fhir/combined-dose-form,0.0.1-snapshot-3,active,,CombinedDoseForm,Combined Dose Form,"Dose forms for a product as a whole, considering all individual parts, but before any mixing","ValueSet/R5-combined-dose-form-for-R4"
http://hl7.org/fhir/compartment-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.787",CompartmentType,CompartmentType,"Which type a compartment definition describes.","ValueSet/compartment-type,ConceptMap/Map-R5-compartment-type-for-R4,ValueSet/R5-compartment-type-for-R4"
http://hl7.org/fhir/composition-attestation-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.239",CompositionAttestationMode,CompositionAttestationMode,"The way in which a person authenticated a composition.","ValueSet/composition-attestation-mode"
http://hl7.org/fhir/composition-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.242",CompositionStatus,CompositionStatus,"The workflow/clinical status of the composition.","ValueSet/composition-status,ConceptMap/Map-R5-composition-status-for-R4,ValueSet/R5-composition-status-for-R4"
http://hl7.org/fhir/concept-map-equivalence,5.2.0,active,"2.16.840.1.113883.4.642.4.18,2.16.840.1.113883.4.642.1.18",ConceptMapEquivalence,Concept Map Equivalence Code System,"The degree of equivalence between concepts.","ValueSet/concept-map-equivalence"
http://hl7.org/fhir/concept-property-type,4.0.1,active,"2.16.840.1.113883.4.642.4.781",PropertyType,PropertyType,"The type of a property value.","ValueSet/concept-property-type"
http://hl7.org/fhir/conceptmap-unmapped-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.481",ConceptMapGroupUnmappedMode,ConceptMapGroupUnmappedMode,"Defines which action to take if there is no match in the group.","ValueSet/conceptmap-unmapped-mode"
http://hl7.org/fhir/conditional-delete-status,4.0.1,active,"2.16.840.1.113883.4.642.4.195",ConditionalDeleteStatus,ConditionalDeleteStatus,"A code that indicates how the server supports conditional delete.","ValueSet/conditional-delete-status"
http://hl7.org/fhir/conditional-read-status,4.0.1,active,"2.16.840.1.113883.4.642.4.201",ConditionalReadStatus,ConditionalReadStatus,"A code that indicates how the server supports conditional read.","ValueSet/conditional-read-status"
http://hl7.org/fhir/consent-data-meaning,4.0.1,draft,"2.16.840.1.113883.4.642.4.760",ConsentDataMeaning,ConsentDataMeaning,"How a resource reference is interpreted when testing consent restrictions.","ValueSet/consent-data-meaning"
http://hl7.org/fhir/consent-provision-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.758",ConsentProvisionType,ConsentProvisionType,"How a rule statement is applied, such as adding additional consent or removing consent.","ValueSet/consent-provision-type"
http://hl7.org/fhir/consent-state-codes,4.0.1,draft,"2.16.840.1.113883.4.642.4.756",ConsentState,ConsentState,"Indicates the state of the consent.","ValueSet/R5-consent-state-codes-for-R4,ValueSet/consent-state-codes,ConceptMap/Map-R5-consent-state-codes-for-R4"
http://hl7.org/fhir/contract-action-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.1304",ContractResourceActionStatusCodes,Contract Resource Action Status codes,"This value set contract specific codes for action status.","ValueSet/contract-actionstatus"
http://hl7.org/fhir/contract-asset-context,4.0.1,draft,"2.16.840.1.113883.4.642.4.1298",ContractResourceAssetContextCodes,Contract Resource Asset Context codes,"This value set contract specific codes for asset context.","ValueSet/contract-assetcontext"
http://hl7.org/fhir/contract-asset-scope,4.0.1,draft,"2.16.840.1.113883.4.642.4.1294",ContractResourceAssetScopeCodes,Contract Resource Asset Scope codes,"This value set contract specific codes for asset scope.","ValueSet/contract-assetscope"
http://hl7.org/fhir/contract-asset-subtype,4.0.1,draft,"2.16.840.1.113883.4.642.4.1302",ContractResourceAssetSub-TypeCodes,Contract Resource Asset Sub-Type codes,"This value set contract specific codes for asset subtype.","ValueSet/contract-assetsubtype"
http://hl7.org/fhir/contract-asset-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.1300",ContractResourceAssetTypeCodes,Contract Resource Asset Type codes,"This value set contract specific codes for asset type.","ValueSet/contract-assettype"
http://hl7.org/fhir/contract-decision-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.1292",ContractResourceDecisionModeCodes,Contract Resource Decision Mode codes,"This value set contract specific codes for decision modes.","ValueSet/contract-decision-mode"
http://hl7.org/fhir/contract-definition-subtype,4.0.1,draft,"2.16.840.1.113883.4.642.4.1213",ContractResourceDefinitionSubtypeCodes,Contract Resource Definition Subtype codes,"This value set contract specific codes for status.","ValueSet/contract-definition-subtype"
http://hl7.org/fhir/contract-definition-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.1211",ContractResourceDefinitionTypeCodes,Contract Resource Definition Type codes,"This value set contract specific codes for status.","ValueSet/contract-definition-type"
http://hl7.org/fhir/contract-expiration-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.1215",ContractResourceExpirationTypeCodes,Contract Resource Expiration Type codes,"This value set contract specific codes for status.","ValueSet/contract-expiration-type"
http://hl7.org/fhir/contract-legalstate,4.0.1,draft,"2.16.840.1.113883.4.642.4.1207",ContractResourceLegalStateCodes,Contract Resource Legal State codes,"This value set contract specific codes for status.","ValueSet/contract-legalstate"
http://hl7.org/fhir/contract-party-role,4.0.1,draft,"2.16.840.1.113883.4.642.4.1225",ContractResourcePartyRoleCodes,Contract Resource Party Role codes,"This value set contract specific codes for offer party participation.","ValueSet/contract-party-role"
http://hl7.org/fhir/contract-publicationstatus,4.0.1,draft,"2.16.840.1.113883.4.642.4.1209",ContractResourcePublicationStatusCodes,Contract Resource Publication Status codes,"This value set contract specific codes for status.","ValueSet/contract-publicationstatus"
http://hl7.org/fhir/contract-scope,4.0.1,draft,"2.16.840.1.113883.4.642.4.1217",ContractResourceScopeCodes,Contract Resource Scope codes,"This value set contract specific codes for scope.","ValueSet/contract-scope"
http://hl7.org/fhir/contract-security-category,4.0.1,draft,"2.16.840.1.113883.4.642.4.1221",ContractResourceScopeCodes,Contract Resource Scope codes,"This value set contract specific codes for security category.","ValueSet/contract-security-category"
http://hl7.org/fhir/contract-security-classification,4.0.1,draft,"2.16.840.1.113883.4.642.4.1219",ContractResourceScopeCodes,Contract Resource Scope codes,"This value set contract specific codes for security classification.","ValueSet/contract-security-classification"
http://hl7.org/fhir/contract-security-control,4.0.1,draft,"2.16.840.1.113883.4.642.4.1223",ContractResourceSecurityControlCodes,Contract Resource Security Control codes,"This value set contract specific codes for security control.","ValueSet/contract-security-control"
http://hl7.org/fhir/contract-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.744",ContractResourceStatusCodes,Contract Resource Status Codes,"This value set contract specific codes for status.","ValueSet/contract-status"
http://hl7.org/fhir/contributor-role,0.0.1-snapshot-3,active,,ContributorRole,Contributor Role,"Used to code the format of the display string.","ValueSet/R5-contributor-role-for-R4"
http://hl7.org/fhir/contributor-summary-source,0.0.1-snapshot-3,active,,ContributorSummarySource,Contributor Summary Source,"Used to code the producer or rule for creating the display string.","ValueSet/R5-contributor-summary-source-for-R4"
http://hl7.org/fhir/contributor-summary-style,0.0.1-snapshot-3,active,,ContributorSummaryStyle,Contributor Summary Style,"Used to code the format of the display string.","ValueSet/R5-contributor-summary-style-for-R4"
http://hl7.org/fhir/contributor-summary-type,0.0.1-snapshot-3,active,,ContributorSummaryType,Contributor Summary Type,"Used to code author list statement, contributorship statement, and such.","ValueSet/R5-contributor-summary-type-for-R4"
http://hl7.org/fhir/data-types,4.0.1,active,,DataType,DataType,"A version specific list of the data types defined by the FHIR specification for use as an element  type (any of the FHIR defined data types).","ValueSet/data-types,ConceptMap/Map-R5-data-types-for-R4,ValueSet/defined-types,ValueSet/all-types"
http://hl7.org/fhir/days-of-week,4.0.1,active,"2.16.840.1.113883.4.642.4.513",DaysOfWeek,DaysOfWeek,"The days of the week.","ValueSet/days-of-week"
http://hl7.org/fhir/detectedissue-severity,4.0.1,draft,"2.16.840.1.113883.4.642.4.207",DetectedIssueSeverity,DetectedIssueSeverity,"Indicates the potential degree of impact of the identified issue on the patient.","ValueSet/detectedissue-severity"
http://hl7.org/fhir/detectedissue-status,0.0.1-snapshot-3,active,,DetectedIssueStatus,Detected Issue Status,"Indicates the status of the detected issue. This code system contains only status codes that are not already defined and used from the ObservationStatus code system.","ValueSet/R5-detectedissue-status-for-R4-observation-status"
http://hl7.org/fhir/device-nametype,4.0.1,draft,"2.16.840.1.113883.4.642.4.1084",DeviceNameType,DeviceNameType,"The type of name the device is referred by.","ValueSet/device-nametype"
http://hl7.org/fhir/device-statement-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.215",DeviceUseStatementStatus,DeviceUseStatementStatus,"A coded concept indicating the current status of the Device Usage.","ValueSet/device-statement-status,ConceptMap/Map-R5-deviceusage-status-for-R4-device-statement-status"
http://hl7.org/fhir/device-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.210",FHIRDeviceStatus,FHIRDeviceStatus,"The availability status of the device.","ValueSet/device-status"
http://hl7.org/fhir/deviceusage-status,0.0.1-snapshot-3,active,,DeviceUsageStatus,Device Usage Status,"A coded concept indicating the current status of the Device Usage.","ConceptMap/Map-R5-deviceusage-status-for-R4-device-statement-status,ValueSet/R5-deviceusage-status-for-R4-device-statement-status"
http://hl7.org/fhir/diagnostic-report-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.236",DiagnosticReportStatus,DiagnosticReportStatus,"The status of the diagnostic report.","ValueSet/diagnostic-report-status"
http://hl7.org/fhir/discriminator-type,4.0.1,active,"2.16.840.1.113883.4.642.4.92",DiscriminatorType,DiscriminatorType,"How an element value is interpreted when discrimination is evaluated.","ValueSet/R5-discriminator-type-for-R4,ValueSet/discriminator-type,ConceptMap/Map-R5-discriminator-type-for-R4"
http://hl7.org/fhir/document-mode,4.0.1,active,"2.16.840.1.113883.4.642.4.187",DocumentMode,DocumentMode,"Whether the application produces or consumes documents.","ValueSet/document-mode"
http://hl7.org/fhir/document-reference-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.8",DocumentReferenceStatus,DocumentReferenceStatus,"The status of the document reference.","ValueSet/document-reference-status"
http://hl7.org/fhir/document-relationship-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.245",DocumentRelationshipType,DocumentRelationshipType,"The type of relationship between documents.","ValueSet/document-relationship-type,ValueSet/R5-document-relationship-type-for-R4,ConceptMap/Map-R5-document-relationship-type-for-R4"
http://hl7.org/fhir/eligibilityrequest-purpose,4.0.1,draft,"2.16.840.1.113883.4.642.4.1183",EligibilityRequestPurpose,EligibilityRequestPurpose,"A code specifying the types of information being requested.","ValueSet/eligibilityrequest-purpose"
http://hl7.org/fhir/eligibilityresponse-purpose,4.0.1,draft,"2.16.840.1.113883.4.642.4.1185",EligibilityResponsePurpose,EligibilityResponsePurpose,"A code specifying the types of information being requested.","ValueSet/eligibilityresponse-purpose"
http://hl7.org/fhir/encounter-location-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.263",EncounterLocationStatus,EncounterLocationStatus,"The status of the location.","ValueSet/encounter-location-status"
http://hl7.org/fhir/encounter-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.247",EncounterStatus,EncounterStatus,"Current state of the encounter.","ValueSet/R5-encounter-status-for-R4,ValueSet/encounter-status,ConceptMap/Map-R5-encounter-status-for-R4"
http://hl7.org/fhir/endpoint-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.495",EndpointStatus,EndpointStatus,"The status of the endpoint.","ValueSet/endpoint-status"
http://hl7.org/fhir/episode-of-care-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.665",EpisodeOfCareStatus,EpisodeOfCareStatus,"The status of the episode of care.","ValueSet/episode-of-care-status"
http://hl7.org/fhir/event-capability-mode,4.0.1,active,"2.16.840.1.113883.4.642.4.183",EventCapabilityMode,EventCapabilityMode,"The mode of a message capability statement.","ValueSet/event-capability-mode"
http://hl7.org/fhir/event-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.110",EventStatus,EventStatus,"Codes identifying the lifecycle stage of an event.","ValueSet/immunization-status,ValueSet/event-status,ValueSet/clinicalimpression-status"
http://hl7.org/fhir/event-timing,4.0.1,active,"2.16.840.1.113883.4.642.4.76",EventTiming,EventTiming,"Real world event relating to the schedule.","ConceptMap/Map-R5-event-timing-for-R4,ValueSet/event-timing,ValueSet/R5-event-timing-for-R4"
http://hl7.org/fhir/evidence-classifier-code,0.0.1-snapshot-3,active,,EvidenceClassifier,Evidence Classifier,"Commonly used classifiers for evidence sets.","ValueSet/R5-evidence-classifier-code-for-R4"
http://hl7.org/fhir/evidence-report-section,0.0.1-snapshot-3,active,,ReportSectionType,Report Section Type,"Evidence Report Section Type.","ValueSet/R5-evidence-report-section-for-R4"
http://hl7.org/fhir/evidence-report-type,0.0.1-snapshot-3,active,,EvidenceReportType,Evidence Report Type,"The kind of report, such as grouping of classifiers, search results, or human-compiled expression.","ValueSet/R5-evidence-report-type-for-R4"
http://hl7.org/fhir/examplescenario-actor-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.859",ExampleScenarioActorType,ExampleScenarioActorType,"The type of actor - system or human.","ValueSet/examplescenario-actor-type"
http://hl7.org/fhir/explanationofbenefit-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.619",ExplanationOfBenefitStatus,ExplanationOfBenefitStatus,"A code specifying the state of the resource instance.","ValueSet/explanationofbenefit-status"
http://hl7.org/fhir/extension-context-type,4.0.1,active,"2.16.840.1.113883.4.642.4.1013",ExtensionContextType,ExtensionContextType,"How an extension context is interpreted.","ValueSet/extension-context-type"
http://hl7.org/fhir/fhir-types,5.0.0,active,"2.16.840.1.113883.4.642.4.1802",FHIRTypes,All FHIR Types,"One of the types defined as part of this version of FHIR.","ValueSet/R5-data-types-for-R4,ConceptMap/Map-R5-data-types-for-R4"
http://hl7.org/fhir/filter-operator,4.0.1,active,"2.16.840.1.113883.4.642.4.479",FilterOperator,FilterOperator,"The kind of operation to perform as a part of a property based filter.","ConceptMap/Map-R5-filter-operator-for-R4,ValueSet/R5-filter-operator-for-R4,ValueSet/filter-operator"
