Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
input/resources/ConceptMap-R5-CapabilityStatement-element-map-to-R4.json	47376	2	0	0	1	0	0	0	0	1863	0	0	0	0	0	0	0	1	0	0	0	168	2678	0	0	0	5	0	0
input/resources/ConceptMap-R5-CarePlan-element-map-to-R4.json	18858	1	0	0	0	0	0	0	1	498	0	0	0	0	0	0	0	0	0	0	0	90	1056	0	0	0	2	0	0
input/resources/ConceptMap-R5-CareTeam-element-map-to-R4.json	9814	2	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	57	637	0	0	0	1	0	0
input/resources/ConceptMap-R5-ChargeItem-element-map-to-R4.json	17800	2	0	0	1	0	0	0	0	1056	0	0	0	0	0	0	0	0	0	0	0	77	2094	0	0	0	1	0	0
input/resources/ConceptMap-R5-ChargeItemDefinition-element-map-to-R4.json	20554	1	0	0	0	0	0	0	0	1195	0	0	0	0	0	0	0	0	0	0	0	84	2696	0	0	0	1	0	0
input/resources/ConceptMap-R5-Citation-element-map-to-R4.json	54225	3	0	0	0	0	0	0	1	283	0	0	0	0	0	0	0	0	0	0	0	182	110	0	0	0	4	0	0
input/resources/ConceptMap-R5-Claim-element-map-to-R4.json	62587	3	0	0	1	0	0	0	0	4225	0	0	0	0	0	0	0	0	0	0	0	202	8731	0	0	0	6	0	1
input/resources/ConceptMap-R5-ClaimResponse-element-map-to-R4.json	75105	2	0	0	0	0	0	0	1	7281	0	0	0	0	0	0	0	0	0	0	0	260	14735	0	0	0	7	0	0
input/resources/ConceptMap-R5-ClinicalImpression-element-map-to-R4.json	14409	1	0	0	1	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	72	1076	0	0	0	1	0	0
input/resources/ConceptMap-R5-ClinicalUseDefinition-element-map-to-R4.json	24344	2	0	0	0	0	0	0	0	1249	0	0	0	0	0	0	0	0	0	0	0	106	628	0	0	0	2	0	0
input/resources/ConceptMap-R5-CodeSystem-element-map-to-R4.json	32926	1	0	0	1	0	0	0	1	2754	0	0	0	0	0	0	0	0	0	0	0	125	1104	0	0	0	3	0	0
input/resources/ConceptMap-R5-Communication-element-map-to-R4.json	17424	1	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	83	659	0	0	0	2	0	0
input/resources/ConceptMap-R5-CommunicationRequest-element-map-to-R4.json	18914	2	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	102	1153	0	0	0	2	0	0
input/resources/ConceptMap-R5-CompartmentDefinition-element-map-to-R4.json	14647	0	0	0	2	0	0	0	0	1248	0	0	0	0	0	0	0	0	0	0	0	68	2078	0	0	0	1	0	0
input/resources/ConceptMap-R5-Composition-element-map-to-R4.json	19885	3	0	0	0	0	0	0	0	1848	0	0	0	0	0	0	0	0	0	0	0	82	3608	0	0	0	2	0	0
input/resources/ConceptMap-R5-ConceptMap-element-map-to-R4.json	41595	2	0	0	1	0	0	0	1	1518	0	0	0	0	0	0	0	0	0	0	0	164	2990	0	0	0	3	0	0
input/resources/ConceptMap-R5-Condition-element-map-to-R4.json	13842	1	0	0	0	0	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	63	1043	0	0	0	1	0	0
input/resources/ConceptMap-R5-ConditionDefinition-element-map-to-R4.json	25709	2	0	0	1	0	0	0	0	9418	0	0	0	0	0	0	0	1	0	0	0	101	13552	0	0	0	3	0	0
input/resources/ConceptMap-R5-Consent-element-map-to-R4.json	29530	1	0	0	0	0	0	0	0	1331	0	0	0	0	0	0	0	0	0	0	0	129	2627	0	0	0	2	0	0
input/resources/ConceptMap-R5-Contract-element-map-to-R4.json	88220	2	0	0	1	0	0	0	1	1284	0	0	0	0	0	0	0	0	0	0	0	349	2165	0	0	0	9	0	0
input/resources/ConceptMap-R5-Coverage-element-map-to-R4.json	19925	1	0	0	0	0	0	0	0	2094	0	0	0	0	0	0	0	0	0	0	0	80	4208	0	0	0	2	0	0
input/resources/ConceptMap-R5-CoverageEligibilityRequest-element-map-to-R4.json	20424	1	0	0	1	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	82	603	0	0	0	3	0	0
input/resources/ConceptMap-R5-CoverageEligibilityResponse-element-map-to-R4.json	24861	1	0	0	0	0	0	0	1	482	0	0	0	0	0	0	0	0	0	0	0	112	1087	0	0	0	2	0	0
input/resources/ConceptMap-R5-DetectedIssue-element-map-to-R4.json	15253	1	0	0	0	0	0	0	0	774	0	0	0	0	0	0	0	0	0	0	0	74	1713	0	0	0	2	0	1
input/resources/ConceptMap-R5-Device-element-map-to-R4.json	27735	2	0	0	0	0	0	0	0	3306	0	0	0	0	0	0	0	0	0	0	0	115	6514	0	0	0	3	0	0
input/resources/ConceptMap-R5-DeviceAssociation-element-map-to-R4.json	11304	1	0	0	2	0	0	0	0	1331	0	0	0	0	0	0	0	0	0	0	0	57	2609	0	0	0	4	0	0
input/resources/ConceptMap-R5-DeviceDefinition-element-map-to-R4.json	45266	2	0	0	0	0	0	0	0	3878	0	0	0	0	0	0	0	0	0	0	0	176	7633	0	0	0	5	0	0
input/resources/ConceptMap-R5-DeviceDispense-element-map-to-R4.json	14473	2	0	0	0	0	0	0	1	5378	0	0	0	0	0	0	0	0	0	0	0	65	10496	0	0	0	2	0	0
input/resources/ConceptMap-R5-DeviceMetric-element-map-to-R4.json	8776	1	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	53	604	0	0	0	1	0	0
input/resources/ConceptMap-R5-DeviceRequest-element-map-to-R4.json	18855	1	0	0	1	0	0	0	0	953	0	0	0	0	0	0	0	0	0	0	0	86	2126	0	0	0	1	0	0
input/resources/ConceptMap-R5-DeviceUsage-element-map-to-R4.json	17004	1	0	0	0	0	0	0	0	1737	0	0	0	0	0	0	0	0	0	0	0	81	3644	0	0	0	2	0	0
input/resources/ConceptMap-R5-DiagnosticReport-element-map-to-R4.json	18486	1	0	0	0	0	0	0	0	794	0	0	0	0	0	0	0	0	0	0	0	80	1544	0	0	0	2	0	0
input/resources/ConceptMap-R5-DocumentReference-element-map-to-R4.json	34257	2	0	0	1	0	0	0	0	1781	0	0	0	0	0	0	0	0	0	0	0	141	3664	0	0	0	3	0	0
input/resources/ConceptMap-R5-DomainResource-element-map-to-R4.json	2971	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	30	80	0	0	0	0	0	0
input/resources/ConceptMap-R5-Encounter-element-map-to-R4.json	27512	1	0	0	0	0	0	0	1	2016	0	0	0	0	0	0	0	1	0	0	0	127	4090	0	0	0	3	0	0
input/resources/ConceptMap-R5-EncounterHistory-element-map-to-R4.json	12262	1	0	0	1	0	0	0	0	2085	0	0	0	0	0	0	0	0	0	0	0	59	4029	0	0	0	1	0	0
input/resources/ConceptMap-R5-Endpoint-element-map-to-R4.json	9427	1	0	0	0	0	0	0	0	1201	0	0	0	0	0	0	0	0	0	0	0	50	2119	0	0	0	1	0	0
input/resources/ConceptMap-R5-EnrollmentRequest-element-map-to-R4.json	5962	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	41	77	0	0	0	0	0	0
input/resources/ConceptMap-R5-EnrollmentResponse-element-map-to-R4.json	6475	1	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	44	62	0	0	0	1	0	0
input/resources/ConceptMap-R5-EpisodeOfCare-element-map-to-R4.json	11906	1	0	0	0	0	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	61	1070	0	0	0	1	0	0
input/resources/ConceptMap-R5-EventDefinition-element-map-to-R4.json	16256	1	0	0	0	0	0	0	0	511	0	0	0	0	0	0	0	0	0	0	0	73	1189	0	0	0	1	0	0
input/resources/ConceptMap-R5-Evidence-element-map-to-R4.json	38568	2	0	0	1	0	0	0	1	4089	0	0	0	0	0	0	0	0	0	0	0	136	8097	0	0	0	4	0	0
input/resources/ConceptMap-R5-EvidenceReport-element-map-to-R4.json	24522	1	0	0	0	0	0	0	0	1038	0	0	0	0	0	0	0	0	0	0	0	102	618	0	0	0	2	0	0
input/resources/ConceptMap-R5-EvidenceVariable-element-map-to-R4.json	41904	1	0	0	0	0	0	0	0	5475	0	0	0	0	0	0	0	0	0	0	0	162	11065	0	0	0	2	0	0
input/resources/ConceptMap-R5-ExampleScenario-element-map-to-R4.json	41468	2	0	0	0	0	0	0	1	1436	0	0	0	0	0	0	0	0	0	0	0	160	3065	0	0	0	2	0	0
input/resources/ConceptMap-R5-ExplanationOfBenefit-element-map-to-R4.json	135073	3	0	0	1	0	0	0	1	10895	0	0	0	0	0	0	0	0	0	0	0	427	21230	0	0	0	9	0	1
input/resources/ConceptMap-R5-FamilyMemberHistory-element-map-to-R4.json	20212	1	0	0	0	0	0	0	0	491	0	0	0	0	0	0	0	0	0	0	0	107	1318	0	0	0	2	0	0
input/resources/ConceptMap-R5-Flag-element-map-to-R4.json	7846	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	46	84	0	0	0	3	0	0
input/resources/ConceptMap-R5-FormularyItem-element-map-to-R4.json	5254	1	0	0	1	0	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	38	1048	0	0	0	0	0	0
input/resources/ConceptMap-R5-GenomicStudy-element-map-to-R4.json	23431	2	0	0	0	0	0	0	0	10203	0	0	0	0	0	0	0	1	0	0	0	88	19956	0	0	0	2	0	0
input/resources/ConceptMap-R5-Goal-element-map-to-R4.json	14166	1	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	73	609	0	0	0	1	0	0
input/resources/ConceptMap-R5-GraphDefinition-element-map-to-R4.json	21838	1	0	0	0	0	0	0	1	1795	0	0	0	0	0	0	0	0	0	0	0	85	2688	0	0	0	2	0	0
input/resources/ConceptMap-R5-Group-element-map-to-R4.json	12665	2	0	0	1	0	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	58	1062	0	0	0	1	0	0
input/resources/ConceptMap-R5-GuidanceResponse-element-map-to-R4.json	11305	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	63	82	0	0	0	2	0	0
input/resources/ConceptMap-R5-HealthcareService-element-map-to-R4.json	15259	1	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	76	605	0	0	0	1	0	0
input/resources/ConceptMap-R5-ImagingSelection-element-map-to-R4.json	17810	1	0	0	0	0	0	0	0	6768	0	0	0	0	0	0	0	0	0	0	0	72	13530	0	0	0	1	0	0
input/resources/ConceptMap-R5-ImagingStudy-element-map-to-R4.json	23370	2	0	0	0	0	0	0	0	1063	0	0	0	0	0	0	0	0	0	0	0	102	2095	0	0	0	3	0	0
input/resources/ConceptMap-R5-Immunization-element-map-to-R4.json	25366	2	0	0	0	0	0	0	1	1046	0	0	0	0	0	0	0	0	0	0	0	110	2115	0	0	0	2	0	0
input/resources/ConceptMap-R5-ImmunizationEvaluation-element-map-to-R4.json	9724	1	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	51	80	0	0	0	1	0	0
input/resources/ConceptMap-R5-ImmunizationRecommendation-element-map-to-R4.json	13729	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	65	67	0	0	0	1	0	0
input/resources/ConceptMap-R5-ImplementationGuide-element-map-to-R4.json	40629	1	0	0	0	0	0	0	0	1739	0	0	0	0	0	0	0	0	0	0	1	145	3052	0	0	0	2	0	0
input/resources/ConceptMap-R5-Ingredient-element-map-to-R4.json	14962	1	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	63	87	0	0	0	1	0	0
input/resources/ConceptMap-R5-InsurancePlan-element-map-to-R4.json	20306	1	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	81	67	0	0	0	1	0	0
input/resources/ConceptMap-R5-InventoryItem-element-map-to-R4.json	18457	2	0	0	0	0	0	0	0	7419	0	0	0	0	0	0	0	0	0	0	0	74	15206	0	0	0	1	0	0
input/resources/ConceptMap-R5-InventoryReport-element-map-to-R4.json	12190	1	0	0	1	0	0	0	0	3952	0	0	0	0	0	0	0	0	0	0	0	56	8072	0	0	0	1	0	0
input/resources/ConceptMap-R5-Invoice-element-map-to-R4.json	13207	1	0	0	0	0	0	0	0	796	0	0	0	0	0	0	0	0	0	0	0	60	1619	0	0	0	1	0	0
input/resources/ConceptMap-R5-Library-element-map-to-R4.json	16860	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	71	84	0	0	0	1	0	0
input/resources/ConceptMap-R5-Linkage-element-map-to-R4.json	4726	1	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	34	64	0	0	0	1	0	0
input/resources/ConceptMap-R5-List-element-map-to-R4.json	11224	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	55	71	0	0	0	1	0	0
input/resources/ConceptMap-R5-Location-element-map-to-R4.json	11665	1	0	0	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0	0	0	55	1554	0	0	0	1	0	1
input/resources/ConceptMap-R5-ManufacturedItemDefinition-element-map-to-R4.json	15408	2	0	0	0	0	0	0	1	1224	0	0	0	0	0	0	0	0	0	0	0	67	1080	0	0	0	1	0	0
input/resources/ConceptMap-R5-Measure-element-map-to-R4.json	41897	2	0	0	1	0	0	0	0	4344	0	0	0	0	0	0	0	1	0	0	0	147	8506	0	0	0	3	0	0
input/resources/ConceptMap-R5-MeasureReport-element-map-to-R4.json	31587	1	0	0	0	0	0	0	0	2654	0	0	0	0	0	0	0	0	0	0	0	116	5482	0	0	0	3	0	0
input/resources/ConceptMap-R5-Medication-element-map-to-R4.json	11119	1	0	0	0	0	0	0	0	512	0	0	0	0	0	0	0	0	0	0	0	55	1043	0	0	0	1	0	0
input/resources/ConceptMap-R5-MedicationAdministration-element-map-to-R4.json	22523	1	0	0	0	0	0	0	0	1456	0	0	0	0	0	0	0	0	0	0	0	98	3131	0	0	0	2	0	0
input/resources/ConceptMap-R5-MedicationDispense-element-map-to-R4.json	23800	2	0	0	1	0	0	0	0	753	0	0	0	0	0	0	0	0	0	0	0	93	1603	0	0	0	2	0	0
input/resources/ConceptMap-R5-MedicationKnowledge-element-map-to-R4.json	47881	2	0	0	0	0	0	0	1	3250	0	0	0	0	0	0	0	0	0	0	0	184	6612	0	0	0	5	0	0
input/resources/ConceptMap-R5-MedicationRequest-element-map-to-R4.json	28807	1	0	0	0	0	0	0	0	1696	0	0	0	0	0	0	0	0	0	0	0	119	4068	0	0	0	3	0	0
input/resources/ConceptMap-R5-MedicationStatement-element-map-to-R4.json	15089	1	0	0	1	0	0	0	0	756	0	0	0	0	0	0	1	0	0	0	0	77	1620	0	0	0	1	0	0
input/resources/ConceptMap-R5-MedicinalProductDefinition-element-map-to-R4.json	34574	1	0	0	0	0	0	0	0	5110	0	0	0	0	0	0	0	0	0	0	0	125	10361	0	0	0	3	0	0
input/resources/ConceptMap-R5-MessageDefinition-element-map-to-R4.json	18565	2	0	0	0	0	0	0	1	245	0	0	0	0	0	0	0	0	0	0	0	77	580	0	0	0	1	0	0
input/resources/ConceptMap-R5-MessageHeader-element-map-to-R4.json	19015	1	0	0	0	0	0	0	0	753	0	0	0	0	0	0	0	0	0	0	0	149	1657	0	0	0	2	0	0
input/resources/ConceptMap-R5-MolecularSequence-element-map-to-R4.json	20126	2	0	0	1	0	0	0	0	1968	0	0	0	0	0	0	0	0	0	0	0	134	4006	0	0	0	2	0	0
input/resources/ConceptMap-R5-NamingSystem-element-map-to-R4.json	23922	1	0	0	0	0	0	0	0	506	0	0	0	0	0	0	0	0	0	0	0	123	1127	0	0	0	1	0	0
input/resources/ConceptMap-R5-NutritionIntake-element-map-to-R4.json	18596	1	0	0	0	0	0	0	0	7180	0	0	0	0	0	0	0	0	0	0	0	105	14641	0	0	0	2	0	0
input/resources/ConceptMap-R5-NutritionOrder-element-map-to-R4.json	38099	1	0	0	0	0	0	0	0	2947	0	0	0	0	0	0	0	1	0	0	0	209	6379	0	0	0	2	0	0
input/resources/ConceptMap-R5-NutritionProduct-element-map-to-R4.json	13341	1	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	106	74	0	0	0	1	0	0
input/resources/ConceptMap-R5-Observation-element-map-to-R4.json	34824	2	0	0	0	0	0	0	2	1245	0	0	0	0	0	0	0	0	0	0	0	215	2651	0	0	0	2	0	0
input/resources/ConceptMap-R5-ObservationDefinition-element-map-to-R4.json	39523	1	0	0	0	0	0	0	0	1722	0	0	0	0	0	0	0	0	0	0	0	144	3635	0	0	0	3	0	0
input/resources/ConceptMap-R5-OperationDefinition-element-map-to-R4.json	29916	1	0	0	1	0	0	0	0	514	0	0	0	0	0	0	0	0	0	0	0	114	1127	0	0	0	2	0	0
input/resources/ConceptMap-R5-OperationOutcome-element-map-to-R4.json	7344	1	0	0	0	0	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	44	1073	0	0	0	1	0	0
input/resources/ConceptMap-R5-Organization-element-map-to-R4.json	9769	1	0	0	0	0	0	0	0	504	0	0	0	0	0	0	0	0	0	0	0	51	1064	0	0	0	1	0	0
input/resources/ConceptMap-R5-OrganizationAffiliation-element-map-to-R4.json	8854	1	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	47	591	0	0	0	1	0	0
input/resources/ConceptMap-R5-PackagedProductDefinition-element-map-to-R4.json	19865	1	0	0	1	0	0	0	1	500	0	0	0	0	0	0	0	0	0	0	0	79	1099	0	0	0	3	0	0
input/resources/ConceptMap-R5-Parameters-element-map-to-R4.json	6698	1	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	45	624	0	0	0	0	0	0
input/resources/ConceptMap-R5-Patient-element-map-to-R4.json	14347	1	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	65	65	0	0	0	1	0	0
input/resources/ConceptMap-R5-PaymentNotice-element-map-to-R4.json	7824	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	45	66	0	0	0	1	0	0
input/resources/ConceptMap-R5-PaymentReconciliation-element-map-to-R4.json	28141	1	0	0	0	0	0	0	0	3295	0	0	0	0	0	0	0	0	0	0	0	104	6720	0	0	0	2	0	0
input/resources/ConceptMap-R5-Permission-element-map-to-R4.json	13657	1	0	0	0	0	0	0	0	5341	0	0	0	0	0	0	0	0	0	0	0	60	11213	0	0	0	1	0	0
input/resources/ConceptMap-R5-Person-element-map-to-R4.json	10059	2	0	0	1	0	0	0	1	750	0	0	0	0	0	0	0	0	0	0	0	51	1594	0	0	0	1	0	0
input/resources/ConceptMap-R5-PlanDefinition-element-map-to-R4.json	68008	1	0	0	0	0	0	0	0	3052	0	0	0	0	0	0	0	0	0	0	0	228	6388	0	0	0	5	0	0
input/resources/ConceptMap-R5-Practitioner-element-map-to-R4.json	11029	2	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	56	1051	0	0	0	1	0	0
input/resources/ConceptMap-R5-PractitionerRole-element-map-to-R4.json	9522	1	0	0	0	0	0	0	0	983	0	0	0	0	0	0	0	0	0	0	0	49	2072	0	0	0	1	0	2
input/resources/ConceptMap-R5-Procedure-element-map-to-R4.json	24085	1	0	0	1	0	0	0	1	1017	0	0	0	0	0	0	0	0	0	0	0	108	2053	0	0	0	5	0	0
input/resources/ConceptMap-R5-Provenance-element-map-to-R4.json	16717	1	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	72	1063	0	0	0	4	0	0
input/resources/ConceptMap-R5-Questionnaire-element-map-to-R4.json	30932	1	0	0	0	0	0	0	0	983	0	0	0	0	0	0	0	0	0	0	0	114	2089	0	0	0	1	0	0
input/resources/ConceptMap-R5-QuestionnaireResponse-element-map-to-R4.json	15710	1	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	71	82	0	0	0	1	0	0
input/resources/ConceptMap-R5-RegulatedAuthorization-element-map-to-R4.json	13944	2	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	1	0	0	0	63	620	0	0	0	1	0	0
input/resources/ConceptMap-R5-RelatedPerson-element-map-to-R4.json	8699	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	47	81	0	0	0	1	0	0
input/resources/ConceptMap-R5-RequestOrchestration-element-map-to-R4.json	40085	2	0	0	0	0	0	0	1	2782	0	0	0	0	0	0	0	0	0	0	0	157	4218	0	0	0	5	0	0
input/resources/ConceptMap-R5-Requirements-element-map-to-R4.json	17886	1	0	0	1	0	0	0	0	7397	0	0	0	0	0	0	0	0	0	0	0	72	14972	0	0	0	2	0	0
input/resources/ConceptMap-R5-ResearchStudy-element-map-to-R4.json	35308	2	0	0	0	0	0	0	0	3959	0	0	0	0	0	0	0	0	0	0	0	128	8248	0	0	0	3	0	0
input/resources/ConceptMap-R5-ResearchSubject-element-map-to-R4.json	11985	1	0	0	0	0	0	0	0	519	0	0	0	0	0	0	0	0	0	0	0	58	1126	0	0	0	1	0	0
input/resources/ConceptMap-R5-Resource-element-map-to-R4.json	2063	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	27	83	0	0	0	0	0	0
input/resources/ConceptMap-R5-RiskAssessment-element-map-to-R4.json	15348	0	0	0	1	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	76	67	0	0	0	2	0	0
input/resources/ConceptMap-R5-Schedule-element-map-to-R4.json	8413	2	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	45	1054	0	0	0	0	0	0
input/resources/ConceptMap-R5-SearchParameter-element-map-to-R4.json	19744	2	0	0	0	0	0	0	0	783	0	0	0	0	0	0	0	0	0	0	0	81	1588	0	0	0	1	0	0
input/resources/ConceptMap-R5-ServiceRequest-element-map-to-R4.json	26206	1	0	0	0	0	0	0	0	1015	0	0	0	0	0	0	0	0	0	0	0	111	2125	0	0	0	3	0	0
input/resources/ConceptMap-R5-Slot-element-map-to-R4.json	7714	1	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	44	558	0	0	0	0	0	0
input/resources/ConceptMap-R5-Specimen-element-map-to-R4.json	22313	2	0	0	2	0	0	0	0	1239	0	0	0	0	0	0	0	0	0	0	0	88	2678	0	0	0	2	0	0
input/resources/ConceptMap-R5-SpecimenDefinition-element-map-to-R4.json	38278	1	0	0	0	0	0	0	1	1478	0	0	0	0	0	0	0	0	0	0	0	154	3327	0	0	0	2	0	0
input/resources/ConceptMap-R5-StructureDefinition-element-map-to-R4.json	20658	8	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	84	594	0	1	0	2	0	0
input/resources/ConceptMap-R5-StructureMap-element-map-to-R4.json	39673	2	0	0	0	0	0	0	0	515	0	0	0	0	0	0	0	0	0	0	0	149	1079	0	0	0	3	0	0
input/resources/ConceptMap-R5-Subscription-element-map-to-R4.json	16029	1	0	0	1	0	0	0	0	2374	0	0	0	0	0	0	0	0	0	0	0	70	5066	0	0	0	1	0	0
input/resources/ConceptMap-R5-SubscriptionStatus-element-map-to-R4.json	9784	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	58	86	0	0	0	1	0	0
input/resources/ConceptMap-R5-SubscriptionTopic-element-map-to-R4.json	28697	2	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	116	73	0	0	0	2	0	1
input/resources/ConceptMap-R5-Substance-element-map-to-R4.json	8629	1	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	47	603	0	0	0	1	0	0
input/resources/ConceptMap-R5-SubstanceDefinition-element-map-to-R4.json	54808	1	0	0	1	0	0	0	0	5028	0	0	0	0	0	0	0	1	0	0	0	192	8159	0	0	0	4	0	0
